english,hindi,link
Aquaculture Research,जलीय कृषि अनुसंधान,https://en.wikipedia.org/wiki/Aquaculture_Research
Sheep,भेड़,https://en.wikipedia.org/wiki/Sheep_milk
Fishing techniques,मछली पकड़ने की तकनीक,https://en.wikipedia.org/wiki/Fishing_techniques
Agricultural universities in india,भारत में कृषि विश्वविद्यालय,https://icar.org.in/content/state-agricultural-universities-0
Refined flour,शोधित आटा,https://sproutmonk.com/how-maida-is-made/
Hybrid seed types,संकर बीज प्रकार,https://www.westcoastseeds.com/blogs/garden-wisdom/hybrid-seeds-exactly
Common vegetable diseases,आम सब्जी रोग,https://www.planetnatural.com/vegetable-gardening-guru/plant-diseases/
Agribusiness,कृषि व्यवसाय,https://en.wikipedia.org/wiki/Agribusiness
Nutrient Management,पोषक तत्व प्रबंधन,https://www.nutrientmanagement.ca/about/what-is-nutrient-management/
Spices,मसाले,https://www.agrifarming.in/spice-farming-cultivation-practices
Sustainable agriculture,स्थायी कृषि,https://en.wikipedia.org/wiki/Sustainable_agriculture
Bamboo Distribution,बांस वितरण,https://en.wikipedia.org/wiki/Bamboo#Distribution
Lotus,कमल,"https://www.krishisewa.com/crop-production/485-lotus.html#:~:text=The%20plants%20can%20be%20grown,while%20they%20develop%20into%20tubers.&text=Place%20the%20seeds%20into%20a,until%20the%20lotus%20seeds%20sprout."
Nutrient agar,पोषक तत्व अगर,https://en.wikipedia.org/wiki/Agar
World's largest producer-India,विश्व का सबसे बड़ा उत्पादक-भारत,https://en.wikipedia.org/wiki/Agriculture_in_India#World's_largest_producer
Applications of fertilizers,उर्वरकों के अनुप्रयोग,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/fertilizer-application
Crop cultivation systems,फसल की खेती प्रणाली,https://en.wikipedia.org/wiki/Agriculture#Crop_cultivation_systems
Animal nutrition,पशुओं का आहार,https://en.wikipedia.org/wiki/Animal_nutrition
Indian diary cattle breeds,भारतीय डायरी मवेशियों की नस्लें,https://vikaspedia.in/agriculture/livestock/cattle-buffalo/breeds-of-cattle-buffalo
Coral Jasmine,मूंगा चमेली,https://www.indiaplants.com/plant-details.php?x=KXkJo52TwCo=
Agrivoltaic,कृषिवोल्टेइक,https://en.wikipedia.org/wiki/Agrivoltaic
Harvesting,फसल काटने वाले,https://vikaspedia.in/agriculture/post-harvest-technologies/technologies-for-agri-horti-crops/post-harvest-management-of-pulses/harvesting
Integrated farming,एकीकृत खेती,https://en.wikipedia.org/wiki/Integrated_farming
Retailing in India,भारत में खुदरा बिक्री,https://en.wikipedia.org/wiki/Retailing_in_India
Comparison of various seed types,विभिन्न प्रकार के बीजों की तुलना,https://gardenerdy.com/different-types-of-seeds/
Fisheries management,मत्स्य प्रबंधन,https://en.wikipedia.org/wiki/Fishing#Fisheries_management
Brinjal,बैंगन,https://www.google.com/search?q=brinjal+cultivation+pdf&rlz=1C1RXQR_enIN973IN973&oq=brinjal+culti&aqs=chrome.1.0i512j0i20i263i512j0i512l3j0i20i263i512j0i512l4.4129j0j4&sourceid=chrome&ie=UTF-8
Hand-gathering,हाथ इकट्ठा करना,https://en.wikipedia.org/wiki/Fishing_techniques#Hand-gathering
Fungicides,कवकनाशी,https://en.wikipedia.org/wiki/Fungicides
Cashmere wool,कश्मीरी ऊन,https://en.wikipedia.org/wiki/Cashmere_wool
Paper Environmental impact,कागज पर्यावरण प्रभाव,https://en.wikipedia.org/wiki/Paper#Environmental_impact
Coffee Sales and distribution,कॉफी बिक्री और वितरण,https://en.wikipedia.org/wiki/Coffee#Sale_and_distribution
Grapes Production in india and worldwide,भारत और दुनिया भर में अंगूर का उत्पादन,https://en.wikipedia.org/wiki/Sericulture#Production
Jute History,जूट इतिहास,https://en.wikipedia.org/wiki/Jute#History
Biennials plants,द्विवार्षिक पौधे,https://en.wikipedia.org/wiki/Biennial_plant
Paper Applications,कागज आवेदन,https://en.wikipedia.org/wiki/Paper#Applications
Jute Features,जूट विशेषताएं,https://en.wikipedia.org/wiki/Jute#Features
Sericulture Process,रेशम उत्पादन प्रक्रिया,https://en.wikipedia.org/wiki/Bombyx_mori#Process
Soil fertility,मिट्टी की उर्वरता,https://en.wikipedia.org/wiki/Soil_fertility
Champa,चंपा,https://yourgardenbuddy.com/champa-plant-details-and-best-care/
Other Products from bees,मधुमक्खियों से अन्य उत्पाद,https://www.worldbeeday.org/en/did-you-know/92-honey-and-other-bee-products.html
Impacts on wild fish,जंगली मछलियों पर प्रभाव,https://en.wikipedia.org/wiki/Aquaculture#Impacts_on_wild_fish
Egg-laying chickens,अंडा देने वाली मुर्गियां,https://en.wikipedia.org/wiki/Poultry_farming#Egg-laying_chickens
Greenhouse Uses,ग्रीनहाउस उपयोग,https://en.wikipedia.org/wiki/Greenhouse#Uses
Types of tea,चाय के प्रकार,https://en.wikipedia.org/wiki/Tea#Origin_and_history
Oleander,ओलियंडर,https://homeguides.sfgate.com/oleander-cultivation-22198.html
Mercerised cotton,मर्सराइज्ड कॉटन,https://en.wikipedia.org/wiki/Mercerised_cotton
Crop insurance schemes,फसल बीमा योजनाएं,https://vikaspedia.in/schemesall/schemes-for-farmers/crop-insurance-schemes
Collagen,कोलेजन,https://en.wikipedia.org/wiki/Natural_fiber#Collagen
Flail,मूसल,https://en.wikipedia.org/wiki/Flail
Diseases of the honey bee,मधुमक्खी के रोग,https://en.wikipedia.org/wiki/List_of_diseases_of_the_honey_bee
Milking pipeline,दूध देने वाली पाइपलाइन,https://en.wikipedia.org/wiki/Milking_pipeline
Baler,बेलर,https://en.wikipedia.org/wiki/Baler
Soil types in different regions of india,भारत के विभिन्न क्षेत्रों में मिट्टी के प्रकार,https://www.patnauniversity.ac.in/e-content/social_sciences/geography/MAGeog47.pdf
Weed Ecological significance,खरपतवार पारिस्थितिक महत्व,https://en.wikipedia.org/wiki/Weed#Ecological_significance
Agricultural cooperative,कृषि सहकारिता,https://en.wikipedia.org/wiki/Agricultural_cooperative
Trees diseases,पेड़ रोग,https://vikaspedia.in/agriculture/forestry/forest-protection/disease-management
Organic fertilizers,जैविक खाद,https://en.wikipedia.org/wiki/Fertilizer#Organic_fertilizers
Pest Infestations,कीट संक्रमण,https://extension.psu.edu/pests-and-pesticides-in-agriculture
Bale lifter,गठरी लिफ्टर,https://en.wikipedia.org/wiki/Bale_lifter
Government Policies on Agriculture,कृषि पर सरकारी नीतियां,https://www.indiatoday.in/education-today/gk-current-affairs/story/10-important-government-schemes-agriculture-sector-divd-1593413-2019-08-30
Soil conservation,मृदा संरक्षण,https://en.wikipedia.org/wiki/Soil_conservation
Threshing,ताड़ना,https://en.wikipedia.org/wiki/Threshing
Jujube Fruit,बेर फल,https://en.wikipedia.org/wiki/Jujube
Tools and Equipment in agriculture,कृषि में उपकरण और उपकरण,https://farmingmethod.com/modern-farm-tools/
Chickpeas (Brown),चना (भूरा),https://krishijagran.com/agripedia/how-to-grow-chickpea/
Potassium fertilizers,पोटेशियम उर्वरक,https://en.wikipedia.org/wiki/Fertilizer#Potassium_fertilizers
Okra (Lady Finger),ओकरा (लेडी फिंगर),https://en.wikipedia.org/wiki/Okra
List of animals that produce silk,रेशम पैदा करने वाले जंतुओं की सूची,https://en.wikipedia.org/wiki/List_of_animals_that_produce_silk
Deforstation Causes,वनों की कटाई के कारण,https://wwf.panda.org/discover/our_focus/forests_practice/deforestation_causes2/
Land imprinter,भूमि छापने वाला,https://en.wikipedia.org/wiki/Land_imprinter
Exports Imports of agricultural products,निर्यात कृषि उत्पादों का आयात,https://www.indiabudget.gov.in/budget_archive/es2000-01/chap820.pdf
Coffee estates in India,भारत में कॉफी सम्पदा,https://www.veenaworld.com/blog/coffee-plantation-place-in-india
Biological pest control,जैविक कीट नियंत्रण,https://en.wikipedia.org/wiki/Biological_pest_control
Organic farming Products,जैविक खेती उत्पाद,http://apeda.gov.in/apedawebsite/organic/Organic_Products.htm
Agricultural Problems in India,भारत में कृषि समस्याएं,https://en.wikipedia.org/wiki/Agriculture_in_India#Problems
Sheep Wool Process/procedure,भेड़ ऊन प्रक्रिया / प्रक्रिया,http://www.madehow.com/Volume-1/Wool.html
Woodworm,वुडवर्म,https://en.wikipedia.org/wiki/Woodworm
Rose,गुलाब,https://agritech.tnau.ac.in/horticulture/horti_flower%20crops_commercial%20rose.html
Amul Pattern,अमूल पैटर्न,https://en.wikipedia.org/wiki/Amul
Nematicides,नेमाटीसाइड्स,https://en.wikipedia.org/wiki/Nematicides
Soil conditioners,मृदा कंडीशनर,https://en.wikipedia.org/wiki/Soil_conditioners
Climate prediction for a region,किसी क्षेत्र के लिए जलवायु पूर्वानुमान,https://www.sciencedirect.com/topics/earth-and-planetary-sciences/climate-prediction
Cucumber,खीरा,https://agritech.tnau.ac.in/horticulture/horti_vegetables_cucumber.html
Fennel Seed,सौंफ का बीज,"https://www.apnikheti.com/en/pn/agriculture/horticulture/spice-and-condiments/fennel#:~:text=It%20is%20cultivated%20as%20Rabi,are%20major%20fennel%20growing%20states."
Agricultural engineering,कृषि इंजीनियरिंग,https://en.wikipedia.org/wiki/Agricultural_engineering
Pollination,परागन,https://en.wikipedia.org/wiki/Pollination
Beaten rice,पीटा चावल,https://en.wikipedia.org/wiki/Flattened_rice
Harvest (wine),हार्वेस्ट (शराब),https://en.wikipedia.org/wiki/Harvest_(wine)
PM-Kisan scheme,पीएम-किसान योजना,https://pmkisan.gov.in/
Production practices,उत्पादन प्रथाओं,https://en.wikipedia.org/wiki/Agriculture#Production_practices
Growing vines,बढ़ती लता,https://en.wikipedia.org/wiki/Viticulture#Growing_vines
Agriculture in Indian states,भारतीय राज्यों में कृषि,https://farmer.gov.in/#
Kiwi,कीवी,"https://krishijagran.com/agripedia/kiwi-cultivation-complete-guidance/#:~:text=In%20India%2C%20Kiwi%20is%20mostly,Pradesh%2C%20Uttar%20Pradesh%20and%20Kerala.&text=Kiwi%20fruit%20may%20be%20grown,is%20ideal%20for%20kiwi%20farming."
Robotic farming/ agribots,रोबोटिक खेती/एग्रीबोट्स,https://www.themanufacturer.com/articles/transforming-farming-with-agribots/
Forest farming,वन खेती,https://en.wikipedia.org/wiki/Forest_farming
Names of seeds,बीजों के नाम,https://vikaspedia.in/agriculture/agri-inputs/seeds/classes-of-seeds
Soil name/Soil type,मिट्टी का नाम / मिट्टी का प्रकार,https://madhavuniversity.edu.in/soil-types.html
Animal fibers,पशु फाइबर,https://en.wikipedia.org/wiki/Natural_fiber#Animal_fibers
Irrigation,सिंचाई,https://en.wikipedia.org/wiki/Irrigation
Maddu or Madda Irrigation system,मद्दू या मड्डा सिंचाई प्रणाली,https://en.wikipedia.org/wiki/Irrigation#Maddu_or_Madda_Irrigation_system
Agroforestry Afforestation,कृषि वानिकी वनीकरण,https://en.wikipedia.org/wiki/Afforestation
Dairy farming Milking operation,डेयरी फार्मिंग मिल्किंग ऑपरेशन,https://en.wikipedia.org/wiki/Dairy_farming#Milking_operation
